City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Ciudad Ojeda,VE,2022-01-30 22:27:08,10.1964,-71.3082,84.13,53,78,14.5
294,Taltal,CL,2022-01-30 22:27:08,-25.4,-70.4833,67.98,72,29,7.43
295,Pevek,RU,2022-01-30 22:27:09,69.7008,170.3133,-13.88,96,99,1.99
296,Vila Velha,BR,2022-01-30 22:23:58,-20.3297,-40.2925,79.95,83,0,1.99
297,Acapulco,MX,2022-01-30 22:25:04,16.8634,-99.8901,84.02,70,20,4.61
298,Ferme-Neuve,CA,2022-01-30 22:27:10,46.7001,-75.4493,13.78,91,100,4.43
299,Hasaki,JP,2022-01-30 22:27:10,35.7333,140.8333,32.4,48,100,16.82
300,Anadyr,RU,2022-01-30 22:27:10,64.75,177.4833,-15.52,83,20,6.71
301,Negombo,LK,2022-01-30 22:27:11,7.2083,79.8358,75.25,100,0,5.75
302,Hadgaon,IN,2022-01-30 22:27:11,19.5,77.6667,63.66,26,0,2.8
303,Pacific Grove,US,2022-01-30 22:27:12,36.6177,-121.9166,69.58,68,0,3.0
304,Namtsy,RU,2022-01-30 22:23:03,62.7161,129.6658,-34.49,100,84,1.59
305,Lajas,PR,2022-01-30 22:27:12,18.05,-67.0593,80.35,72,59,1.01
306,Salalah,OM,2022-01-30 22:27:13,17.0151,54.0924,69.89,73,0,5.75
307,Maua,BR,2022-01-30 22:27:13,-23.6678,-46.4614,69.6,93,100,4.29
308,Nyandoma,RU,2022-01-30 22:27:13,61.669,40.1991,8.89,96,100,5.93
309,Viedma,AR,2022-01-30 22:27:14,-40.8135,-62.9967,69.15,18,64,20.69
310,Hongjiang,CN,2022-01-30 22:27:14,27.11,109.9956,35.74,100,100,2.77
311,Inhambane,MZ,2022-01-30 22:27:15,-23.865,35.3833,74.93,82,67,7.94
312,Kavieng,PG,2022-01-30 22:27:15,-2.5744,150.7967,81.64,75,89,2.28
313,Alyangula,AU,2022-01-30 22:27:16,-13.8483,136.4192,82.27,89,40,10.36
314,Lalibela,ET,2022-01-30 22:27:16,12.0333,39.0333,58.28,52,86,4.09
315,Bengkulu,ID,2022-01-30 22:27:17,-3.8004,102.2655,75.72,89,100,3.8
316,Nadym,RU,2022-01-30 22:27:17,65.5333,72.5167,-5.26,99,100,7.72
317,Daye,CN,2022-01-30 22:27:18,30.0833,114.95,38.43,82,100,1.19
318,Sobolevo,RU,2022-01-30 22:27:18,54.4299,31.8996,30.54,92,99,7.14
319,Ilulissat,GL,2022-01-30 22:27:18,69.2167,-51.1,5.02,56,75,13.8
320,Lavrentiya,RU,2022-01-30 22:27:19,65.5833,-171.0,-5.8,90,4,3.74
321,Abnub,EG,2022-01-30 22:27:19,27.2696,31.1511,50.49,46,1,7.4
322,Asau,RO,2022-01-30 22:23:14,46.4333,26.4,40.39,68,99,18.52
323,Allingabro,DK,2022-01-30 22:27:20,56.465,10.3341,36.88,89,82,4.0
324,Kupang,ID,2022-01-30 22:28:21,-10.1667,123.5833,81.18,89,75,10.36
325,Curup,ID,2022-01-30 22:28:21,-3.4667,102.5333,67.91,97,100,1.68
326,Dhidhdhoo,MV,2022-01-30 22:27:06,6.8833,73.1,81.27,74,27,8.37
327,Mastic Beach,US,2022-01-30 22:28:22,40.7668,-72.8521,25.0,54,0,1.01
328,Petropavlovsk-Kamchatskiy,RU,2022-01-30 22:28:23,53.0452,158.6483,12.79,85,75,4.47
329,Yvetot,FR,2022-01-30 22:28:23,49.6174,0.7581,44.56,86,98,11.54
330,Kokopo,PG,2022-01-30 22:28:24,-4.352,152.2633,79.36,78,100,4.5
331,Olinda,BR,2022-01-30 22:23:53,-8.0089,-34.8553,83.93,70,75,9.22
332,Barra Do Garcas,BR,2022-01-30 22:28:24,-15.89,-52.2567,71.78,97,100,1.54
333,Saint-Pierre,RE,2022-01-30 22:28:25,-21.3393,55.4781,78.48,69,11,12.66
334,Cidreira,BR,2022-01-30 22:28:25,-30.1811,-50.2056,73.87,70,6,18.28
335,Hovd,MN,2022-01-30 22:28:26,48.0056,91.6419,-14.03,81,24,1.88
336,Portland,US,2022-01-30 22:25:45,45.5234,-122.6762,53.37,73,100,7.0
337,North Bend,US,2022-01-30 22:28:26,43.4065,-124.2243,57.92,85,100,9.22
338,Cervo,ES,2022-01-30 22:28:27,43.6702,-7.4101,50.97,83,58,11.63
339,Monrovia,LR,2022-01-30 22:28:27,6.3005,-10.7969,78.57,85,14,7.09
340,Shingu,JP,2022-01-30 22:28:28,33.7333,135.9833,34.99,79,43,6.87
341,Williston,US,2022-01-30 22:27:17,48.147,-103.618,43.21,88,97,5.86
342,Kavaratti,IN,2022-01-30 22:28:29,10.5669,72.642,81.23,73,13,8.32
343,Lalmohan,BD,2022-01-30 22:28:29,22.3384,90.7419,62.91,60,13,0.22
344,Benguela,AO,2022-01-30 22:28:30,-12.5763,13.4055,77.0,79,100,4.23
345,Liling,CN,2022-01-30 22:28:30,27.6667,113.5,39.09,92,100,3.42
346,Mountain Home,US,2022-01-30 22:28:31,43.133,-115.6912,29.41,100,0,11.5
347,Eureka,US,2022-01-30 22:25:59,40.8021,-124.1637,60.67,76,90,1.01
348,San Rafael Del Sur,NI,2022-01-30 22:28:31,11.8485,-86.4384,85.17,36,18,17.67
349,Hofn,IS,2022-01-30 22:28:32,64.2539,-15.2082,25.65,51,0,22.35
350,Nioro,GM,2022-01-30 22:28:32,13.35,-15.75,85.87,15,82,4.25
351,Caravelas,BR,2022-01-30 22:28:33,-17.7125,-39.2481,79.61,83,22,11.5
352,Noboribetsu,JP,2022-01-30 22:28:33,42.4514,141.1731,14.76,74,78,9.46
353,Xingyi,CN,2022-01-30 22:28:33,24.1877,102.817,41.94,97,50,4.07
354,Kristiinankaupunki,FI,2022-01-30 22:28:34,62.2743,21.376,20.25,89,100,13.53
355,Wadi Musa,JO,2022-01-30 22:28:35,30.3222,35.4793,39.97,63,0,0.45
356,Bonavista,CA,2022-01-30 22:28:35,48.6499,-53.1147,39.11,69,100,36.55
357,Provideniya,RU,2022-01-30 22:23:46,64.3833,-173.3,10.51,72,0,15.66
358,Los Llanos De Aridane,ES,2022-01-30 22:28:36,28.6585,-17.9182,58.75,78,0,7.0
359,Mana,GF,2022-01-30 22:28:36,5.6592,-53.7767,77.13,82,63,10.27
360,Mugur-Aksy,RU,2022-01-30 22:28:37,50.35,90.5,-7.74,63,2,5.86
361,Celestun,MX,2022-01-30 22:28:37,20.8667,-90.4,71.47,51,2,12.71
362,Dunedin,NZ,2022-01-30 22:25:36,-45.8742,170.5036,65.82,66,0,3.76
363,Yanam,IN,2022-01-30 22:28:37,16.7333,82.2167,63.61,96,12,2.06
364,Swan River,CA,2022-01-30 22:28:38,52.1058,-101.2676,21.09,73,95,10.36
365,Vestmanna,FO,2022-01-30 22:28:38,62.1564,-7.1664,34.72,75,100,32.21
366,Mombetsu,JP,2022-01-30 22:28:38,44.3525,143.3525,6.82,97,77,4.76
367,Westport,US,2022-01-30 22:28:39,41.1415,-73.3579,25.05,47,0,4.0
368,Sarangani,PH,2022-01-30 22:28:39,5.4033,125.4636,81.28,72,73,9.15
369,Poum,NC,2022-01-30 22:29:40,-20.2333,164.0167,80.26,75,97,8.97
370,Maldonado,UY,2022-01-30 22:29:40,-34.6667,-54.9167,81.23,61,0,5.79
371,Sassandra,CI,2022-01-30 22:29:41,4.95,-6.0833,78.19,91,53,5.61
372,Invermere,CA,2022-01-30 22:29:41,50.5167,-116.0354,26.42,84,100,7.54
373,Shuangyashan,CN,2022-01-30 22:29:42,46.6361,131.1539,-8.46,96,33,4.36
374,Pandamatenga,BW,2022-01-30 22:29:42,-18.5278,25.627,66.27,98,100,9.31
375,Shenkursk,RU,2022-01-30 22:29:43,62.1091,42.896,3.07,97,93,3.78
376,Shieli,KZ,2022-01-30 22:29:43,44.1667,66.75,26.19,84,36,7.72
377,Cam Ranh,VN,2022-01-30 22:29:43,11.9214,109.1591,71.56,88,20,3.44
378,Panguna,PG,2022-01-30 22:29:44,-6.3164,155.4848,74.62,85,100,2.33
379,Mvomero,TZ,2022-01-30 22:29:44,-6.25,38.6667,75.47,93,100,2.19
380,Duku,NG,2022-01-30 22:29:45,11.2361,4.9073,76.32,10,89,10.02
381,Palmer,US,2022-01-30 22:29:45,42.1584,-72.3287,19.31,41,20,1.01
382,Arroyo,ES,2022-01-30 22:29:46,41.6096,-4.7969,48.18,50,0,2.3
383,Korla,CN,2022-01-30 22:29:46,41.7597,86.1469,23.47,59,100,3.22
384,Kununurra,AU,2022-01-30 22:29:47,-15.7667,128.7333,80.58,78,100,11.5
385,Antoniny,UA,2022-01-30 22:29:47,49.8097,26.8771,31.32,90,100,22.26
386,Kulachi,PK,2022-01-30 22:29:48,31.9286,70.4592,56.14,38,0,2.62
387,Russell,US,2022-01-30 22:29:48,32.3502,-85.1999,63.68,33,0,6.91
388,Olafsvik,IS,2022-01-30 22:29:48,64.8945,-23.7142,27.61,55,100,32.46
389,Gravdal,NO,2022-01-30 22:29:49,68.1214,13.5031,30.09,74,75,3.44
390,Dera Ghazi Khan,PK,2022-01-30 22:29:49,30.0561,70.6348,56.17,35,0,0.96
391,Montecchio Maggiore,IT,2022-01-30 22:29:50,45.5037,11.412,39.38,81,0,2.95
392,Tianpeng,CN,2022-01-30 22:29:51,30.9866,103.9393,34.27,79,86,3.18
393,Santa Marta,CO,2022-01-30 22:29:51,11.2408,-74.199,87.85,62,20,11.99
394,Omboue,GA,2022-01-30 22:29:52,-1.5746,9.2618,78.71,84,97,4.81
395,Mons,BE,2022-01-30 22:27:17,50.4538,3.9516,41.85,68,75,11.5
396,Cajabamba,PE,2022-01-30 22:29:52,-7.6167,-78.05,62.51,48,96,8.7
397,Dwarka,IN,2022-01-30 22:29:53,22.2394,68.9678,69.85,80,0,9.66
398,Lagdo,CM,2022-01-30 22:29:53,9.05,13.7333,72.66,14,86,5.44
399,Vao,NC,2022-01-30 22:29:54,-22.6667,167.4833,79.07,84,100,5.88
400,Rewari,IN,2022-01-30 22:29:54,28.1833,76.6167,49.78,40,0,2.08
401,Alofi,NU,2022-01-30 22:29:55,-19.0595,-169.9187,73.29,94,100,3.44
402,San Quintin,MX,2022-01-30 22:29:55,30.4833,-115.95,64.24,47,1,8.66
403,Santa Cruz,BO,2022-01-30 22:29:56,-17.8,-63.1667,91.45,40,20,10.36
404,Fare,PF,2022-01-30 22:29:56,-16.7,-151.0167,80.46,72,22,10.09
405,Tateyama,JP,2022-01-30 22:29:57,34.9833,139.8667,39.22,51,100,16.67
406,Lujan,AR,2022-01-30 22:29:37,-34.5703,-59.105,84.94,51,0,1.99
407,Porto Nacional,BR,2022-01-30 22:29:58,-10.7081,-48.4172,80.6,91,100,2.51
408,Camacha,PT,2022-01-30 22:29:58,33.0833,-16.3333,61.56,88,20,16.11
409,San Fernando,PH,2022-01-30 22:29:59,15.0286,120.6898,78.82,88,98,4.27
410,Bacungan,PH,2022-01-30 22:29:59,9.9106,118.7022,76.28,87,79,1.81
411,Mareeba,AU,2022-01-30 22:30:00,-17.0,145.4333,78.48,85,100,1.5
412,Morro Bay,US,2022-01-30 22:30:01,35.3658,-120.8499,72.99,50,0,11.01
413,Tandil,AR,2022-01-30 22:30:02,-37.3217,-59.1332,64.31,87,91,10.16
414,Luderitz,NA,2022-01-30 22:31:03,-26.6481,15.1594,64.76,87,65,9.51
415,Srandakan,ID,2022-01-30 22:31:03,-7.9386,110.2506,62.73,89,100,3.6
416,Gunjur,GM,2022-01-30 22:31:03,13.2019,-16.7339,75.27,69,100,11.5
417,Gonen,TR,2022-01-30 22:31:04,40.1049,27.654,36.27,78,24,5.7
418,Sabana De Torres,CO,2022-01-30 22:31:05,7.3915,-73.4957,89.22,63,97,2.08
419,The Pas,CA,2022-01-30 22:31:05,53.8251,-101.2541,8.62,85,100,10.36
420,Kita,ML,2022-01-30 22:31:06,13.0349,-9.4895,77.94,12,45,5.3
421,Kargasok,RU,2022-01-30 22:31:06,59.0556,80.8572,6.58,95,100,8.77
422,Atasu,KZ,2022-01-30 22:31:07,48.6814,71.6433,14.54,96,100,8.9
423,Cabimas,VE,2022-01-30 22:31:07,10.3883,-71.4399,81.95,60,39,16.6
424,Rapid Valley,US,2022-01-30 22:31:07,44.0625,-103.1463,55.33,26,20,1.01
425,Govindgarh,IN,2022-01-30 22:31:08,27.5,76.9833,52.48,45,0,0.27
426,Lata,PT,2022-01-30 22:31:08,40.1629,-8.3327,46.81,57,96,2.89
427,Namatanai,PG,2022-01-30 22:31:08,-3.6667,152.4333,82.63,74,100,3.94
428,Gamba,GA,2022-01-30 22:31:09,-2.65,10.0,77.54,84,100,3.44
429,Broome,US,2022-01-30 22:31:09,42.2506,-75.833,19.98,69,75,1.01
430,Sehithwa,BW,2022-01-30 22:31:10,-20.4667,22.7167,68.43,89,84,6.87
431,Iberia,US,2022-01-30 22:31:10,29.9502,-91.7507,64.47,39,0,17.27
432,Nakhon Phanom,TH,2022-01-30 22:31:11,17.3333,104.4167,64.36,78,70,6.6
433,Prince Rupert,CA,2022-01-30 22:31:11,54.3161,-130.3201,38.89,81,100,4.61
434,Hobyo,SO,2022-01-30 22:31:12,5.3505,48.5268,76.57,79,96,16.17
435,Marsa Matruh,EG,2022-01-30 22:31:13,31.3525,27.2453,50.2,87,40,13.8
436,Kelme,LT,2022-01-30 22:31:13,55.6339,22.9342,28.42,92,100,19.93
437,Turtas,RU,2022-01-30 22:31:14,58.9417,69.1325,2.16,98,100,3.69
438,Carbonia,IT,2022-01-30 22:31:14,39.1672,8.5222,52.0,86,5,11.18
439,Basco,PH,2022-01-30 22:31:15,20.4487,121.9702,71.2,76,97,30.58
440,Moussoro,TD,2022-01-30 22:31:15,13.6408,16.4901,63.34,17,2,13.78
441,Solok,ID,2022-01-30 22:31:15,-0.7918,100.6593,68.95,97,99,0.94
442,Egvekinot,RU,2022-01-30 22:31:16,66.3167,-179.1667,0.45,66,70,7.83
443,Nishihara,JP,2022-01-30 22:31:16,26.1842,127.7558,58.28,58,75,13.8
444,Indi,IN,2022-01-30 22:31:17,17.1667,75.9667,69.66,30,0,4.7
445,Aras,ES,2022-01-30 22:31:17,42.5617,-2.356,41.05,81,0,9.22
446,Rimbey,CA,2022-01-30 22:31:12,52.6334,-114.2353,38.32,87,59,3.6
447,Kidal,ML,2022-01-30 22:31:18,18.4411,1.4078,69.06,14,69,11.23
448,Henties Bay,NA,2022-01-30 22:31:18,-22.116,14.2845,65.86,79,100,7.74
449,Katsuura,JP,2022-01-30 22:31:19,35.1333,140.3,39.31,50,100,12.66
450,Tamiahua,MX,2022-01-30 22:31:20,21.2667,-97.45,67.21,74,4,11.72
451,Mulchen,CL,2022-01-30 22:31:20,-37.7167,-72.2333,76.86,25,15,8.5
452,Quatre Cocos,MU,2022-01-30 22:31:21,-20.2078,57.7625,78.91,82,100,15.84
453,Bitung,ID,2022-01-30 22:31:21,1.4451,125.1824,74.25,81,99,8.63
454,Jabinyanah,TN,2022-01-30 22:31:22,35.035,10.9081,48.0,44,0,9.48
455,Paamiut,GL,2022-01-30 22:31:23,61.994,-49.6678,15.37,78,100,6.73
456,Vidim,RU,2022-01-30 22:31:24,56.4088,103.1106,-2.9,100,100,2.06
457,Roald,NO,2022-01-30 22:31:24,62.5833,6.1333,34.32,86,75,9.22
458,Pontes E Lacerda,BR,2022-01-30 22:32:25,-15.2261,-59.3353,72.57,97,96,4.9
459,Castanos,MX,2022-01-30 22:32:26,26.7833,-101.4167,68.34,34,26,5.77
460,Healesville,AU,2022-01-30 22:32:26,-37.65,145.5167,77.36,86,11,1.07
461,Berbera,SO,2022-01-30 22:32:27,10.4396,45.0143,73.15,67,29,7.02
462,Mingyue,CN,2022-01-30 22:32:27,43.1069,128.9217,4.14,83,4,4.97
463,Jackson,US,2022-01-30 22:28:57,42.4165,-122.8345,52.84,49,0,0.0
464,Barreirinha,BR,2022-01-30 22:32:28,-2.7933,-57.07,75.78,88,97,1.52
465,Bien Hoa,VN,2022-01-30 22:30:05,10.95,106.8167,76.98,88,39,4.03
466,Chapais,CA,2022-01-30 22:32:29,49.7834,-74.8492,-0.62,92,100,8.03
467,Belaya Gora,RU,2022-01-30 22:32:30,68.5333,146.4167,-32.17,100,87,2.26
468,Ossora,RU,2022-01-30 22:32:30,59.2353,163.0719,28.65,96,100,20.78
469,Tombouctou,ML,2022-01-30 22:32:31,20.0,-3.0,72.19,14,89,12.5
470,Pontianak,ID,2022-01-30 22:31:30,-0.0333,109.3333,75.18,94,20,3.44
471,Solnechnyy,RU,2022-01-30 22:32:31,50.7214,136.6319,-9.27,99,89,2.93
472,Bacolod,PH,2022-01-30 22:32:32,10.6667,122.95,78.24,84,41,4.16
473,Balkhash,KZ,2022-01-30 22:32:32,46.844,74.9804,3.79,100,100,6.2
474,Wabag,PG,2022-01-30 22:32:33,-5.4781,143.7021,59.85,86,98,2.35
475,Harper,LR,2022-01-30 22:32:33,4.375,-7.7169,79.52,86,61,7.16
476,Oranjemund,NA,2022-01-30 22:32:34,-28.55,16.4333,66.06,88,82,9.1
477,Abrau-Dyurso,RU,2022-01-30 22:32:34,44.69,37.59,42.26,93,100,23.8
478,Varena,LT,2022-01-30 22:32:34,54.2167,24.5667,30.85,94,100,17.45
479,Igualada,ES,2022-01-30 22:32:35,41.581,1.6172,55.26,55,1,6.13
480,Teknaf,BD,2022-01-30 22:32:36,20.8624,92.3058,57.54,66,0,8.01
481,Mangrol,IN,2022-01-30 22:32:36,21.1167,70.1167,64.63,68,0,9.31
482,Aripuana,BR,2022-01-30 22:32:32,-9.1667,-60.6333,72.52,99,100,1.97
483,Padang,ID,2022-01-30 22:32:37,-0.9492,100.3543,73.45,88,100,3.71
484,Quesnel,CA,2022-01-30 22:31:12,52.9999,-122.5029,34.3,93,100,6.91
485,Krasnoselkup,RU,2022-01-30 22:32:37,65.7,82.4667,2.3,95,99,8.23
486,Rafraf,TN,2022-01-30 22:32:38,37.1904,10.1837,48.52,82,0,16.46
487,Tocopilla,CL,2022-01-30 22:32:38,-22.092,-70.1979,67.69,71,1,5.73
488,San Martin,AR,2022-01-30 22:32:35,-33.081,-68.4681,93.74,22,0,7.76
489,Rivera,UY,2022-01-30 22:32:39,-30.9053,-55.5508,81.09,41,27,11.41
490,Muros,ES,2022-01-30 22:32:39,42.7762,-9.0603,50.85,65,0,6.35
491,Kapit,MY,2022-01-30 22:32:39,2.0167,112.9333,72.48,99,100,0.65
492,Klaksvik,FO,2022-01-30 22:32:40,62.2266,-6.589,36.52,67,100,39.48
493,Ratnagiri,IN,2022-01-30 22:32:41,16.9833,73.3,69.87,61,0,4.41
494,Revda,RU,2022-01-30 22:32:41,56.801,59.9303,-1.39,99,90,2.08
495,Inongo,CD,2022-01-30 22:32:42,-1.95,18.2667,77.05,59,98,2.98
496,Desbiens,CA,2022-01-30 22:32:42,48.4178,-71.9495,6.55,89,93,7.27
497,Nabire,ID,2022-01-30 22:32:43,-3.3667,135.4833,75.87,87,100,3.58
498,Nogliki,RU,2022-01-30 22:32:43,51.8333,143.1667,0.73,94,100,18.39
499,Tilichiki,RU,2022-01-30 22:32:44,60.4667,166.1,18.07,77,100,11.77
500,Sanchi,IN,2022-01-30 22:32:44,23.4833,77.7333,54.52,42,0,4.61
501,Salina Cruz,MX,2022-01-30 22:32:45,16.1667,-95.2,81.63,47,2,21.36
502,Iquitos,PE,2022-01-30 22:32:45,-3.7481,-73.2472,86.04,70,0,2.3
503,Chachapoyas,PE,2022-01-30 22:32:46,-6.2317,-77.869,59.85,76,98,4.14
504,Pangnirtung,CA,2022-01-30 22:33:46,66.1451,-65.7125,-21.53,83,92,6.22
505,Detchino,RU,2022-01-30 22:33:47,54.8092,36.3075,27.05,96,100,8.46
506,Petropavl,KZ,2022-01-30 22:33:47,54.8753,69.1628,9.82,95,100,8.21
507,Galdar,ES,2022-01-30 22:33:48,28.147,-15.6502,61.36,73,2,3.13
508,Tual,ID,2022-01-30 22:33:48,-5.6667,132.75,84.07,77,100,20.0
509,Pendleton,US,2022-01-30 22:32:08,45.6721,-118.7886,46.56,80,0,5.75
510,Phan Thiet,VN,2022-01-30 22:31:13,10.9333,108.1,73.29,85,94,9.55
511,Ende,ID,2022-01-30 22:33:49,-8.8432,121.6623,78.69,89,100,5.41
512,Fairbanks,US,2022-01-30 22:31:03,64.8378,-147.7164,-7.76,74,0,0.0
513,Fort Nelson,CA,2022-01-30 22:31:09,58.8053,-122.7002,0.99,71,75,13.8
514,Ivdel,RU,2022-01-30 22:33:50,60.6911,60.4206,-9.62,100,100,2.73
515,Maridi,SS,2022-01-30 22:33:51,4.9158,29.4742,70.47,29,50,4.18
516,Filiatra,GR,2022-01-30 22:33:51,37.15,21.5833,48.69,66,10,10.22
517,Bekhtery,UA,2022-01-30 22:33:52,46.251,32.2927,38.37,81,53,14.97
518,Atar,MR,2022-01-30 22:33:46,20.5169,-13.0499,79.61,11,100,8.9
519,Carora,VE,2022-01-30 22:33:52,10.1755,-70.0827,80.6,51,77,12.75
520,Picos,BR,2022-01-30 22:33:52,-7.0769,-41.4669,81.34,53,81,5.23
521,Khuzhir,RU,2022-01-30 22:33:53,53.1939,107.3397,0.75,96,100,1.9
522,Mehamn,NO,2022-01-30 22:33:54,71.0357,27.8492,30.15,86,75,21.85
523,Fonte Boa,BR,2022-01-30 22:33:54,-2.4959,-66.2662,75.51,93,92,2.28
524,Quthing,LS,2022-01-30 22:33:55,-30.4,27.7003,67.19,68,93,3.47
525,Tres Arroyos,AR,2022-01-30 22:33:55,-38.3739,-60.2798,62.62,62,48,19.19
526,Tiarei,PF,2022-01-30 22:33:56,-17.5333,-149.3333,86.02,74,95,11.23
527,Ulaanbaatar,MN,2022-01-30 22:31:31,47.9077,106.8832,-21.87,76,0,4.47
528,Kahului,US,2022-01-30 22:33:57,20.8947,-156.47,82.42,56,20,18.41
529,Liberty,US,2022-01-30 22:33:57,31.8335,-81.5004,57.52,21,0,14.97
530,Zyryanka,RU,2022-01-30 22:33:58,65.75,150.85,-16.96,98,100,8.03
531,Hualmay,PE,2022-01-30 22:33:58,-11.0964,-77.6139,72.19,79,100,9.84
532,Yatou,CN,2022-01-30 22:33:59,37.15,122.3833,31.26,66,6,7.92
533,Gardner,US,2022-01-30 22:33:59,42.5751,-71.9981,16.43,57,0,8.05
534,Katobu,ID,2022-01-30 22:34:00,-4.9408,122.5276,79.27,84,94,3.31
535,Saint-Denis,FR,2022-01-30 22:34:00,48.9167,2.3333,45.37,76,100,6.91
536,Yumen,CN,2022-01-30 22:34:00,40.2833,97.2,13.86,44,100,6.62
537,Taoyuan,CN,2022-01-30 22:34:01,32.2972,120.6167,35.02,1,48,2.24
538,Kirakira,SB,2022-01-30 22:34:02,-10.4544,161.9205,84.25,74,88,6.04
539,Sorsk,RU,2022-01-30 22:34:02,54.0033,90.2467,-6.25,100,46,2.73
540,Sakakah,SA,2022-01-30 22:34:03,29.9697,40.2064,51.37,47,100,11.14
541,Banting,MY,2022-01-30 22:29:07,2.8167,101.5,78.94,97,79,1.68
542,Breves,BR,2022-01-30 22:34:04,-1.6822,-50.4803,73.51,96,99,3.51
543,Srivardhan,IN,2022-01-30 22:34:04,18.0333,73.0167,69.28,60,0,5.35
544,Yueyang,CN,2022-01-30 22:34:05,29.3333,113.0919,39.0,80,100,2.86
545,Bambous Virieux,MU,2022-01-30 22:34:05,-20.3428,57.7575,79.05,94,75,11.5
546,Okha,RU,2022-01-30 22:32:07,53.5739,142.9478,9.79,93,100,20.96
547,Dubbo,AU,2022-01-30 22:30:51,-32.25,148.6167,73.53,78,75,11.5
548,Suhl,DE,2022-01-30 22:35:07,50.6,10.7,35.46,70,64,3.94
549,Tungor,RU,2022-01-30 22:35:07,53.3808,142.9564,8.17,93,100,21.65
550,Lamu,KE,2022-01-30 22:35:08,-2.2717,40.902,79.02,85,79,10.13
551,Gayeri,BF,2022-01-30 22:35:08,12.6497,0.4931,72.43,13,3,9.8
552,Kampot,KH,2022-01-30 22:35:08,10.6167,104.1833,73.45,87,71,3.87
553,Bom Jesus Da Lapa,BR,2022-01-30 22:35:09,-13.255,-43.4181,72.61,86,83,2.82
554,Emerald,AU,2022-01-30 22:34:37,-23.5333,148.1667,81.34,74,40,9.22
555,Cabedelo,BR,2022-01-30 22:35:10,-6.9811,-34.8339,81.27,75,11,11.7
556,Soe,ID,2022-01-30 22:35:10,-9.8607,124.284,69.46,85,77,8.16
557,Epe,NG,2022-01-30 22:35:11,6.5841,3.9834,70.88,68,85,2.26
558,Sao Jose Da Coroa Grande,BR,2022-01-30 22:35:12,-8.8978,-35.1478,79.2,80,88,8.32
559,Vaitape,PF,2022-01-30 22:35:12,-16.5167,-151.75,80.91,71,15,10.54
560,Kangaatsiaq,GL,2022-01-30 22:35:13,68.3065,-53.4641,-1.68,93,96,10.8
561,Winneba,GH,2022-01-30 22:35:13,5.3511,-0.6231,81.07,74,100,6.08
562,Dzhebariki-Khaya,RU,2022-01-30 22:35:14,62.2167,135.8,-33.84,100,99,1.52
563,Kharp,RU,2022-01-30 22:35:14,66.8014,65.8081,-9.36,100,99,1.5
564,Mayya,RU,2022-01-30 22:33:08,61.7333,130.2811,-34.69,100,100,2.17
565,Bowen,AU,2022-01-30 22:35:15,-20.0167,148.2333,80.82,73,37,8.75
566,Port-Gentil,GA,2022-01-30 22:35:15,-0.7193,8.7815,81.14,79,95,10.16
567,Verkhnevilyuysk,RU,2022-01-30 22:35:16,63.4453,120.3167,-24.43,100,41,3.89
568,Mattru,SL,2022-01-30 22:35:17,7.6244,-11.8332,73.65,91,14,1.97
569,Rawson,AR,2022-01-30 22:35:17,-43.3002,-65.1023,59.4,40,66,8.25
570,Necochea,AR,2022-01-30 22:32:51,-38.5473,-58.7368,67.03,63,77,22.32
571,Elizabeth City,US,2022-01-30 22:35:18,36.2946,-76.2511,36.01,51,0,5.75
572,Beira,MZ,2022-01-30 22:35:18,-19.8436,34.8389,77.09,88,20,3.44
573,Alvor,PT,2022-01-30 22:35:19,37.1299,-8.5917,51.67,57,6,5.3
574,Kushmurun,KZ,2022-01-30 22:35:19,52.4503,64.6311,14.29,96,64,10.47
575,Kedrovyy,RU,2022-01-30 22:35:20,56.1667,91.8167,-14.13,95,31,3.49
